category,subcategory,title_summary,result,result_description,min,max,color
ПРОДАЖИ,Воронка продаж,,Эталонная воронка продаж.,"Продажи работают как единый автоматизированный механизм. 
Воронка оптимизирована под каждую категорию клиентов, а данные о поведении покупателей анализируются в реальном времени. 
Все этапы интегрированы с CRM, маркетинговыми инструментами и сервисными процессами. 
Используются AI-алгоритмы для персонализации взаимодействий, а тестирование гипотез и анализ эффективности происходят постоянно.
",90,100,#009432
ПРОДАЖИ,Экономика продаж ,,Отсутствие финансового контроля и прогнозирования продаж.,"Продажи ведутся хаотично, без системы планирования и учета ключевых метрик. 
Объем продаж не прогнозируется, сезонные колебания не учитываются, а доходность остается нестабильной. 
Анализ экономики продаж либо отсутствует, либо ведется поверхностно, без учета CAC (стоимость привлечения клиента), LTV (пожизненная ценность клиента) и ROMI (окупаемость маркетинговых инвестиций). 
Система мотивации сотрудников строится на интуитивных решениях, без привязки к реальным показателям эффективности.
",0,20,#eb2f06
ПРОДАЖИ,Экономика продаж ,,Первичные стадия системного учета. Низкая предсказуемость бизнес показателей.,"Бизнес начинает отслеживать финансовые показатели, но анализ продаж носит несистемный характер. 
Планирование продаж проводится, но не всегда совпадает с фактическими результатами. 
Метрики CAC, LTV и ROMI могут отслеживаться, но их влияние на стратегию не учитывается. 
Система мотивации сотрудников присутствует, но аудит ее эффективности проводится нерегулярно, что снижает её влияние на рост продаж.
",21,35,#f6b93b
ПРОДАЖИ,Экономика продаж ,,Базовый система анализа и учета. Слабая аналитика и адаптивность.,"Присутствует система учета продаж и экономических показателей, но анализ проводится недостаточно глубоко. 
Планирование продаж есть, но не учитывает внешние факторы (сезонность, конкуренцию, изменения спроса). 
Метрики ROMI, CAC и LTV анализируются, но их влияние на стратегию продаж не всегда очевидно. 
Корректировка системы мотивации сотрудников проводится, но без четкой взаимосвязи с эффективностью продаж.
",36,49,#fad390
ПРОДАЖИ,Экономика продаж ,,Управляемая экономика продаж. Возможности для оптимизации и роста.,"Продажи прогнозируются на основе исторических данных, а ключевые финансовые показатели отслеживаются и влияют на стратегию. 
Метрики CAC, LTV и ROMI используются при планировании маркетинга и продаж. 
Система мотивации сотрудников выстроена, но возможны улучшения – например, добавление персонализированных KPI для разных уровней сотрудников. 
Анализ продаж проводится регулярно, но возможно усиление автоматизации и глубины аналитики.
",50,74,#b8e994
ПРОДАЖИ,Экономика продаж ,,Высокая финансовая управляемость. Предпосылки масштабирования.,"Продажи предсказуемы, анализ экономических показателей детализирован и используется для стратегического планирования. 
Метрики CAC, LTV и ROMI рассчитываются с высокой точностью и применяются для оптимизации маркетинга и продаж. 
Система мотивации сотрудников гибкая, обновляется по результатам регулярного аудита. 
Бизнес имеет возможность масштабирования за счет точного финансового прогнозирования.
",75,89,#78e08f
ПРОДАЖИ,Экономика продаж ,,Эталонная модель экономики продаж. Стратегическое управление процессами.,"Экономика продаж полностью прозрачна, финансовое планирование основано на глубокой аналитике данных. 
Все ключевые показатели (CAC, LTV, ROMI) интегрированы в стратегическое управление и используются для оперативного контроля. 
Система мотивации сотрудников максимально адаптивна, привязана к KPI и позволяет стимулировать рост продаж. 
Используются AI-модели для предсказания трендов и оптимизации прибыли.
",90,100,#009432
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,,Сводный отчет по категории «Автоматизация и технологии»,Ручное управление. Низкая технологическая зрелость.,"Автоматизация практически отсутствует или носит фрагментарный характер. 
CRM-система не используется или работает хаотично. 
Внутренние процессы, такие как документооборот, клиентские коммуникации и управление проектами, ведутся вручную, создавая перегрузку сотрудников. 
Кибербезопасность остается вне зоны внимания, что увеличивает риски потери данных. 
Внедрение ИИ даже не рассматривается, что ограничивает потенциал масштабирования.

Основные риски:
•        Зависимость от человеческого фактора, замедление процессов.
•        Высокая нагрузка на ключевых сотрудников, снижение продуктивности.
•        Потери клиентов из-за несистемного управления базами данных.
•        Непонимание возможностей ИИ, упущенные точки роста.

Ключевой фокус – внедрение базовых инструментов автоматизации, формирование цифровой экосистемы и первичный аудит потенциала AI-решений в бизнесе.",0,20,#eb2f06
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,,Сводный отчет по категории «Автоматизация и технологии»,Начальная стадия цифровизации бизнеса. Отсутствие комплексного подхода и стратегии развития.,"Бизнес использует отдельные автоматизированные решения, но они не связаны между собой, что не дает эффекта синергии. 
CRM внедрена, но не охватывает все этапы продаж. 
Внутренние процессы автоматизированы точечно (например, бухгалтерия или маркетинговые рассылки), но остаются слабые места, связанные с управлением задачами и клиентскими взаимодействиями. 
ИИ-технологии тестируются в отдельных зонах, но без анализа их экономической целесообразности.

Основные проблемы:
•        Разрозненные решения не обеспечивают комплексного улучшения бизнес-процессов.
•        CRM работает без интеграции с маркетингом и сервисом.
•        Недостаточная аналитика эффективности автоматизации.
•        Ограниченное понимание возможностей ИИ, отсутствие стратегического подхода к его внедрению.

На этом этапе важно синхронизировать цифровые инструменты, формализовать стратегию автоматизации и определить ключевые точки применения AI-технологий",21,35,#f6b93b
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,,Сводный отчет по категории «Автоматизация и технологии»,Базовая автоматизация. Слабая аналитика и интеграция данных в бизнес процессы.,"Компания использует CRM, автоматизированные платформы маркетинга и управления продажами, но процессы остаются частично ручными. 
Внутренние коммуникации и документооборот переведены в цифровой формат, но требуют дополнительной оптимизации. 
Анализ данных ведется, но без использования предиктивных моделей. 
AI-технологии тестируются, но не интегрированы в основные бизнес-процессы, а их влияние на эффективность бизнеса не просчитано.

Основные барьеры:
•        CRM-система не связана с аналитическими инструментами, маркетингом и сервисом.
•        Уровень автоматизации не соответствует темпам роста бизнеса.
•        ИИ-инструменты внедрены, но без полноценного понимания их влияния на экономику компании.

Фокус на этом этапе – усиление интеграции всех цифровых решений, внедрение аналитики данных и переход к практическому тестированию AI-технологий в ключевых бизнес-процессах",36,49,#fad390
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,,Сводный отчет по категории «Автоматизация и технологии»,Выстроенная цифровая инфраструктура. Не полностью реализован потециал AI-технологий.,"Компания использует автоматизированные системы управления клиентами, продажами, маркетингом и внутренними процессами. 
CRM интегрирована с маркетинговыми инструментами, а анализ данных ведется регулярно. 
Кибербезопасность находится на хорошем уровне, риски утечек сведены к минимуму. 
AI-решения внедрены в аналитику, персонализацию клиентского опыта и прогнозирование продаж, но не используется для масштабирования бизнеса и создания новых продуктов.

Что сдерживает рост:
•        AI-технологии применяется ограниченно, не используется для оптимизации затрат и принятия решений.
•        Возможности автоматизации клиентского сервиса не реализованы на 100%.
•        Экономические выгоды от цифровизации анализируются недостаточно глубоко.

Ключевая задача – расширить применение AI-технологий, внедрить предсказательные аналитические модели и повысить уровень автоматизации клиентского взаимодействия.",50,74,#b8e994
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,,Сводный отчет по категории «Автоматизация и технологии»,Высокий уровень автоматизации и технологичности управления бизнесом.,"Компания создала цифровую экосистему, в которой все процессы автоматизированы и интегрированы между собой. 
CRM, аналитика, маркетинг и клиентский сервис работают как единая система. 
Кибербезопасность соответствует высоким стандартам, а данные защищены на всех уровнях. 
AI-технологии внедрены в ключевые бизнес-процессы, применяется для персонализации предложений, прогнозирования продаж и автоматизации рутинных процессов. 
Бизнес рассматривает AI-решения не только как инструмент оптимизации, но и как стратегический актив.

Зоны роста:
•        Внедрение AI-решений для автоматического управления рекламными бюджетами и прогнозирования продаж.
•        Использование AI-технологий для создания новых бизнес-моделей и развития продуктовой линейки.
•        Углубленная интеграция аналитики для предсказания потребностей клиентов и адаптации бизнес-процессов.

Фокус на этом этапе – расширение возможностей AI, внедрение интеллектуальных автоматизированных решений для стратегического управления бизнесом.",75,89,#78e08f
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,,Сводный отчет по категории «Автоматизация и технологии»,Эталонная цифровая модель. Лидерство в технологической трансформации бизнеса.,"Компания полностью автоматизирована, AI-технологии играют ключевую роль в управлении бизнес-процессами. 
Все внутренние и клиентские процессы интегрированы в единую цифровую систему, данные анализируются в режиме реального времени, а бизнес-процессы адаптируются на основе предсказательной аналитики. 
AI-трешения не только оптимизируют затраты и повышают эффективность, но и являются основой для разработки новых продуктов, сервисов и направлений бизнеса.

Фокус на будущее:
•        Дальнейшее развитие AI-решений, автоматизация стратегического управления.
•        Создание новых рынков и продуктов на основе интеллектуальных технологий.
•        Использование нейросетей для улучшения клиентского опыта и персонализации услуг.

Компании, достигшие этого уровня, превращают технологии в основное конкурентное преимущество, создавая инновационные решения, опережающие рынок.",90,100,#009432
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Автоматизация,,Минимальный уровень автоматизации. Высокие операционные издержки.,"Автоматизация практически отсутствует, большинство процессов выполняется вручную, что замедляет работу и создает перегрузку для команды. 
CRM-система либо отсутствует, либо используется нерегулярно. 
Внутренние бизнес-процессы (документооборот, планирование, коммуникации) хаотичны и не интегрированы в единую систему.
Кибербезопасность находится на низком уровне, риски утечки данных и потери информации высоки. 
Расходы на автоматизацию не планируются, а уровень технологической адаптации сотрудников низкий, что препятствует внедрению новых решений.
",0,20,#eb2f06
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Автоматизация,,Локальная автоматизация. Отсутствие системного подхода.,"Некоторые процессы автоматизированы, но носят точечный характер, не объединены в единую экосистему. 
CRM используется, но без полноценной интеграции с маркетингом и продажами. 
Внутренние сервисы для коммуникации и документооборота внедрены, но не оптимизированы. 
Вопросы кибербезопасности решаются ситуативно, без комплексного подхода. 
Планирование затрат на автоматизацию ведется, но не системно. 
Сотрудники начинают адаптироваться к технологиям, но уровень вовлеченности в цифровую трансформацию остается низким.
",21,35,#f6b93b
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Автоматизация,,Базовый уровень автоматизации. Слабая процессная интеграция.,"Основные процессы автоматизированы, но система работает несбалансированно. 
CRM внедрена, но не связана с аналитикой и клиентскими сценариями. 
Внутренние сервисы оптимизированы, но требуют улучшения в плане интеграции и удобства использования. 
Кибербезопасность учитывается, но защита данных не регламентирована на уровне внутренних политик. 
Учет расходов на автоматизацию ведется, но стратегическое планирование внедрения новых решений отсутствует. 
Сотрудники адаптируются к технологиям, но не используют их на полную мощность.
",36,49,#fad390
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Автоматизация,,Ключевые бизнес-процессы процессы оптимизированны в единую  модель автоматизации. Есть точки развития и роста.,"Компания имеет выстроенную систему автоматизации, CRM работает полноценно и связана с продажами и маркетингом. 
Внутренние сервисы документирования, планирования и командных коммуникаций внедрены, но могут требовать доработки для максимального удобства. 
Кибербезопасность находится на удовлетворительном уровне, но требует регулярных обновлений. 
Бюджетирование автоматизации ведется осознанно, но возможны дополнительные инвестиции в более продвинутые технологии. 
Сотрудники хорошо адаптированы к технологиям, но автоматизация используется не на 100%.
",50,74,#b8e994
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Автоматизация,,Высокий уровень автоматизации. Стабильная цифровая экосистема.,"Компания работает в единой автоматизированной среде, CRM-система связана с аналитикой, маркетингом и сервисом. 
Внутренние процессы полностью оптимизированы, все ключевые инструменты интегрированы и работают без сбоев. 
Внедрены продвинутые механизмы кибербезопасности, защита данных регламентирована и контролируется. 
Расходы на автоматизацию планируются стратегически, и есть четкое понимание эффективности каждого инструмента. 
Сотрудники не просто адаптированы, а активно используют технологии для повышения своей продуктивности.
",75,89,#78e08f
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Автоматизация,,Полностью автоматизированный бизнес. Цифровое лидерство.,"Автоматизация интегрирована во все бизнес-процессы, минимизируя ручной труд и повышая эффективность. 
CRM-система работает на основе аналитики данных и предиктивных алгоритмов. 
Внутренние бизнес-процессы полностью автоматизированы, а кибербезопасность соответствует самым высоким стандартам. 
Планирование и бюджетирование автоматизации ведется на основе ROI и экономического эффекта. 
Сотрудники работают в технологически продвинутой среде, обладают высоким уровнем цифровой грамотности и активно внедряют новые решения.
",90,100,#009432
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Внедрение AI-технологий,,Полное отсутствие AI-технологий. Слабое понимание возможностей технологического развития.,"Компания не использует AI-инструменты, либо их применение ограничено базовыми функциями, такими как автоматическая коррекция текста или чат-боты без самообучения. 
Осознанная стратегия внедрения AI-решений отсутствует, а экономические эффекты не прогнозируются. 
Бизнес не рассматривает искусственный интеллект как инструмент развития, а потенциал AI-технологий для создания новых продуктов или бизнес-моделей игнорируется.
",0,20,#eb2f06
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Внедрение AI-технологий,,Начальный уровень внедрения AI-технологий. Отсутствие системного подхода.,"В компании тестируются отдельные AI-инструменты, например, автоматизированные чат-боты или элементы персонализированного контента. 
Однако процесс внедрения хаотичен, нет четкой стратегии и оценки экономических эффектов. 
Руководство рассматривает возможности AI-технологий, но без четкого понимания потенциальных точек роста.
Использование новых решенийе ограничено базовыми маркетинговыми инструментами и начальной аналитикой.
",21,35,#f6b93b
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Внедрение AI-технологий,,Частичное внедрение AI-решений. Слабая интеграция в бизнес-процессы.,"Компания использует AI-инструменты в отдельных направлениях, таких как обработка данных, автоматизация рекомендаций или прогнозная аналитика. 
Однако внедрение фрагментарно, отсутствует комплексная стратегия интеграции AI-технологий в бизнес-процессы. 
Экономические выгоды анализируются, но без четкой модели ROI. 
Возможности AI для создания новых продуктов изучаются, но решения принимаются медленно и не системно.
",36,49,#fad390
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Внедрение AI-технологий,,Сформирована и работает AI-стратегия. Есть точки равития и роста.,"AI-инструменты активно применяются в продажах, маркетинге и аналитике. 
Разработаны механизмы оценки экономической эффективности внедрения AI-технологий. 
Компания рассматривает AI как инструмент для оптимизации внутренних процессов и взаимодействия с клиентами. 
Однако потенциал AI-решений в создании новых продуктов и направлений используется не полностью, а интеграция с основными бизнес-процессами требуетболее глубокой доработки.
",50,74,#b8e994
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Внедрение AI-технологий,,Высокий уровень внедрения AI-технологий. Стратегическое прогнозирование развития.,"AI-технологии внедрены в ключевые процессы: анализ данных, персонализация взаимодействия с клиентами, прогнозирование продаж и автоматизированное принятие решений. 
Рассчитаны экономические эффекты внедрения AI-технологий.
Искуственный интелект играет стратегическую роль в развитии бизнеса. 
Компания активно тестирует новые AI-инструменты и рассматривает возможности создания новых бизнес-направлений на базе искусственного интеллекта.
",75,89,#78e08f
АВТОМАТИЗАЦИЯ И ТЕХНОЛОГИИ,Внедрение AI-технологий,,Полная интеграция AI-технологий. Технологическое лидерство в отрасли.,"AI-технологии являются неотъемлемой частью бизнес-модели. 
Внедрение нейросетей затрагивает все ключевые аспекты работы компании. 
Используются продвинутые алгоритмы предсказательной аналитики, автоматизированные решения на основе машинного обучения. 
Процессы оптимизированы с учетом AI-инструментов. 
Бизнес активно создает новые продукты и направления на базе AI-технологий, используя их как точку роста и ключевое конкурентное преимущество.
",90,100,#009432
МЕТРИКИ И АНАЛИТИКА,,Сводный отчет по категории «Метрики и аналитика»,Полное отсутствие аналитической системы. Управление «вслепую».,"Компания не фиксирует ключевые показатели эффективности (KPI) или ведет их нерегулярно. 
Анализ маркетинга, продаж и финансовых потоков либо отсутствует, либо осуществляется субъективно, без использования данных. 
Автоматизированная отчетность не применяется, а финансовые прогнозы строятся на интуитивных предположениях. 
Контроль эффективности маркетинговых каналов и продаж не ведется, что приводит к нерациональному распределению бюджета и потере доходов.

Основные риски:
•        Невозможность оценить реальную эффективность бизнеса.
•        Высокая вероятность ошибок в управлении из-за отсутствия точных данных.
•        Потеря клиентов и прибыли из-за несистемного анализа продаж и маркетинга.
•        Отсутствие контроля за расходами и рентабельностью.

Ключевая задача – создать базовую систему аналитики, определить ключевые метрики и внедрить регулярный мониторинг данных.",0,20,#eb2f06
МЕТРИКИ И АНАЛИТИКА,,Сводный отчет по категории «Метрики и аналитика»,Первичные попытки сбора данных. Слабая интерпретация и интеграция данных.,"Компания фиксирует отдельные показатели (например, выручку и расходы), но не использует их для управления бизнесом. 
Финансовая отчетность ведется вручную, маркетинговые и продажные метрики анализируются разрозненно, а KPI сотрудников формально прописаны, но не пересматриваются.
Отчетность фрагментарна, процесс обработки данных занимает много времени, что затрудняет оперативное принятие решений.

Основные проблемы:
•        Низкая прозрачность отчетности, высокий риск потерь из-за несвоевременного анализа данных.
•        Финансовое планирование основано на прошлом опыте, без прогнозных моделей.
•        Отсутствие глубокой аналитики рентабельности и возврата инвестиций (ROMI, CAC, LTV).

На этом этапе важно стандартизировать процесс сбора данных, внедрить автоматизированные отчеты и начать использовать аналитические инструменты.",21,35,#f6b93b
МЕТРИКИ И АНАЛИТИКА,,Сводный отчет по категории «Метрики и аналитика»,Базовая аналитика. Отсутствие системной интеграции между бизнес процессами.,"Компания фиксирует и анализирует ключевые бизнес-метрики, но данные используются в ограниченном формате. 
Отчеты по маркетингу, продажам и финансам формируются регулярно, но их интерпретация недостаточно глубока. 
Система KPI сотрудников работает, но не всегда адаптируется к стратегическим целям бизнеса. 
Финансовые прогнозы создаются вручную, что увеличивает вероятность неточностей.

Основные барьеры:
•        Отсутствует сквозная аналитика между подразделениями (маркетинг, продажи, финансы).
•        Система отчетности требует значительных временных затрат.
•        KPI сотрудников не всегда отражают реальную ценность для бизнеса.

Фокус на этом этапе – интеграция данных между отделами, улучшение точности прогнозирования и внедрение BI-систем.",36,49,#fad390
МЕТРИКИ И АНАЛИТИКА,,Сводный отчет по категории «Метрики и аналитика»,Управляемая аналитика. Есть точки развития и роста.,"Компания системно отслеживает ключевые показатели эффективности и использует их в стратегическом управлении. 
Метрики маркетинга, продаж и операционной деятельности анализируются, но возможны пробелы в глубине интерпретации данных. 
KPI сотрудников пересматриваются, но не всегда синхронизированы с общей стратегией роста. 
Автоматизированные отчеты используются, но могут требовать улучшения в плане визуализации и интеграции с другими бизнес-системами. 
Финансовые прогнозы строятся, но не включают сложные аналитические модели.

Что сдерживает рост:
•        Используются стандартные метрики, но нет продвинутых моделей прогнозирования.
•        Данные анализируются, но не всегда применяются для стратегического планирования.
•        KPI сотрудников требует более гибкой настройки под бизнес-задачи.

На этом этапе важно усилить аналитическую модель, внедрить инструменты предиктивного анализа и автоматизировать работу с финансовыми показателями.",50,74,#b8e994
МЕТРИКИ И АНАЛИТИКА,,Сводный отчет по категории «Метрики и аналитика»,"Продвинутая аналитика, высокий уровень прогнозирования и контроля.","Метрики бизнеса отслеживаются в режиме реального времени, используется комплексная система аналитики. 
Контроль эффективности маркетинга и продаж основан на данных, а KPI сотрудников пересматриваются в зависимости от изменений рыночной ситуации. 
Отчетность прозрачна, автоматизирована, используются дашборды и BI-системы. 
Финансовые прогнозы строятся с применением аналитических моделей, что повышает точность стратегического планирования.

Зоны роста:
•        Развитие автоматизированных дашбордов для оперативного контроля всех показателей.
•        Внедрение инструментов предсказательной аналитики.
•        Использование данных для гибкой корректировки бизнес-стратегии в реальном времени.

На этом уровне важно сосредоточиться на интеграции прогнозных моделей и создании систем, которые позволяют оперативно реагировать на изменения рынка.",75,89,#78e08f
МЕТРИКИ И АНАЛИТИКА, ,Сводный отчет по категории «Метрики и аналитика»,Эталонная аналитическая модель. Предиктивное управление.,"Компания управляет бизнесом на основе глубокой аналитики и предсказательных моделей. 
Все ключевые показатели эффективности (CAC, LTV, ROMI, ARPPU и др.) не только отслеживаются, но и используются для оперативных решений. 
Финансовые прогнозы строятся на основе AI-анализа данных, что позволяет минимизировать риски и усиливать конкурентные преимущества. 
KPI сотрудников адаптируются в режиме реального времени на основе бизнес-целей, а отчетность полностью автоматизирована и интегрирована с ключевыми бизнес-инструментами.

Фокус на будущее:
•        Интеграция AI-моделей для прогнозирования динамики рынка и клиентского поведения.
•        Использование больших данных (Big Data) для стратегического управления.
•        Развитие гибкой системы KPI, привязанной к изменяющимся бизнес-реалиям.

Компании, достигшие этого уровня, принимают решения на основе данных, предугадывают изменения на рынке и создают конкурентные преимущества за счет точного управления метриками.",90,100,#009432
МЕТРИКИ И АНАЛИТИКА,Метрики ,,"Хаос в данных. Отсутствие системы контроля.

","Бизнес не использует систему метрик или применяет их хаотично. 
Ключевые показатели (выручка, расходы, ROMI, LTV) не фиксируются.
Отсутствует регулярный и связь между маркетингом, продажами и финансами через систему метрик. 
KPI сотрудников не определены или формальны. 
Принятие решений основано на субъективных оценках, что ведет к несистемным действиям и потере контроля над бизнес-процессами.",0,20,#eb2f06
МЕТРИКИ И АНАЛИТИКА,Метрики ,,"Начало работы с ключевыми показателями. Без реального влияния на бизнес.
","Есть понимание важности метрик, но они отслеживаются вручную или в простых отчетах, без глубокой интерпретации и не встроены в управленческую практику. 
Основные показатели (Revenue, CAC, LTV, ROMI) фиксируются, но без четкой структуры анализа. 
KPI сотрудников прописаны, но редко обновляются, а их связь с бизнес-результатами неочевидна. Контроль маркетинга и продаж строится на интуитивных предположениях, что затрудняет рост бизнеса..
",21,35,#f6b93b
